CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,PATHWAY_STATUS,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,SHORT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PLANT_CYC,PUBCHEM,PLATFORM
100001257,400,33942,156040,Amino Acid,Alanine and Aspartate Metabolism,42,,NAMED,HXFOXFJUNFFYMO-BYPYZUCNBZ,OC([C@@H](NC(C)=O)CC(N)=O)=O,N-acetylasparagine,N-acetylasparagine,4033-40-3,90090,HMDB0006028,,,99715,LC/MS Pos Early
100001258,400,34398,156101,Peptide,Dipeptide,819,,NAMED,DKEXFJVMVGETOO-LURJTMIEBJ,OC([C@@H](NC(CN)=O)CC(C)C)=O,glycylleucine,glycylleucine,869-19-2,83812,HMDB0000759,C02155,,92843,LC/MS Pos Early
100001259,400,33944,156042,Amino Acid,Glutathione Metabolism,574,,NAMED,QTQDDTSVRVWHMO-UHFFFAOYAD,O=C(NCC(O)=O)C(CSC)NC(CCC(N)C(O)=O)=O,S-methylglutathione,S-methylglutathione,2922-56-7,2841309,,C11347,,115260,LC/MS Pos Early
100001262,400,33934,156033,Peptide,Gamma-glutamyl Amino Acid,641,,NAMED,JPKNLFVGUZRHOB-YUMQZZPRBM,N[C@H](C(O)=O)CCCCNC(CC[C@@H](C(O)=O)N)=O,gamma-glutamyl-epsilon-lysine,gamma-glutamyl-epsilon-lysine,17105-15-6,5378717,HMDB0003869,,,7015685,LC/MS Pos Early
100001263,402,33955,158599,Lipid,Lysophospholipid,2600,,NAMED,ASWBNKHCZGQVJV-UHFFFAOYAM,O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-GPC (16:0),1-palmitoyl-GPC (16:0),17364-16-8,78064,HMDB0010382,C04102,2-Acylglycero-Phosphocholines,86554,LC/MS Pos Late
100001266,400,33953,156051,Amino Acid,Urea cycle; Arginine and Proline Metabolism,499,,NAMED,SNEIUMQYRCDYCH-LURJTMIEBE,O=C(O)[C@@H](NC(C)=O)CCCNC(N)=N,N-acetylarginine,N-acetylarginine,155-84-0,60752,HMDB0004620,C02562,,67427,LC/MS Pos Early
100001267,402,33935,158580,Xenobiotics,Food Component/Plant,5002,,NAMED,MXXWOMGUGJBKIW-YPCIICBEBY,O=C(N1CCCCC1)/C=C/C=C/C2=CC(OCO3)=C3C=C2,piperine,piperine,94-62-2,553590,HMDB0029377,C03882,N-EE-PIPEROYL-PIPERIDINE,638024,LC/MS Pos Late
100001270,402,33952,158596,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1862,,NAMED,PSHXNVGSVNEJBD-UHFFFAOYAV,O=C(CCCCCCCCCCCCC)OC(CC([O-])=O)C[N+](C)(C)C,myristoylcarnitine (C14),myristoylcarnitine (C14),18822-89-4,4932274,HMDB000506,,,6426854,LC/MS Pos Late
100001271,402,33961,158603,Lipid,Lysophospholipid,2611,,NAMED,IHNKQIMGVNPMTC-RUZDIDTEBJ,O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,1-stearoyl-GPC (18:0),1-stearoyl-GPC (18:0),19420-57-6,435389,HMDB0010384,,,497300,LC/MS Pos Late
100001272,209,48258,154238,Lipid,Lysophospholipid,2613,,NAMED,YAMUFBLWGFFICM-PTGWMXDIBX,O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,1-oleoyl-GPC (18:1),1-oleoyl-GPC (18:1),19420-56-5,17240641,HMDB0002815,C03916,,16081932,LC/MS Neg
100001274,209,33939,126095,Amino Acid,"Glycine, Serine and Threonine Metabolism",18,,NAMED,PEDXUVCGOLSNLQ-UHFFFAOYAC,CC(O)C(C(O)=O)NC(C)=O,N-acetylthreonine,N-acetylthreonine,17093-74-2,3841173,HMDB0062557,,,152204,LC/MS Neg
100001277,209,33972,126131,Lipid,Long Chain Monounsaturated Fatty Acid,1540,,NAMED,BBOWBNGUEWHNQZ-KTKRTIGZBX,O=C(O)CCCCCCCC/C=C\CCCCCCCC,10-nonadecenoate (19:1n9),10-nonadecenoate (19:1n9),73033-09-7,4471938,HMDB0013622,,,5312513,LC/MS Neg
100001278,209,33971,126129,Lipid,Long Chain Monounsaturated Fatty Acid,1531,,NAMED,GDTXICBNEOEPAZ-FPLPWBNLBM,O=C(O)CCCCCCCC/C=C\CCCCCC,10-heptadecenoate (17:1n7),10-heptadecenoate (17:1n7),29743-97-3,4471860,HMDB0060038,,,5312435,LC/MS Neg
100001279,209,34093,126896,Lipid,Secondary Bile Acid Metabolism,3523,,NAMED,DKPMWHFRUGMUKF-OAEKOJLIBK,C[C@]12CC[C@@H](O)C[C@@]1([H])[C@@H](O)[C@@H](O)C3C2CC[C@@]4(C)C3CCC4C(CCC(O)=O)C,hyocholate,hyocholate,547-75-1,21403098,HMDB0000760,C17649,,92805,LC/MS Neg
100001287,209,33973,126133,Lipid,Androgenic Steroids,3341,,NAMED,ZMITXKRGXGRMKS-KZBQTZLVBC,O=C1CCC2C3CC[C@@]4([H])C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,epiandrosterone sulfate,epiandrosterone sulfate,22229-22-7,21403101,HMDB0062657,C04555,,9929317,LC/MS Neg
100001293,400,33946,156044,Amino Acid,Histidine Metabolism,73,,NAMED,KBOJOGQFRVVWBH-ZETCQYMHBN,OC([C@@H](NC(C)=O)CC1=CNC=N1)=O,N-acetylhistidine,N-acetylhistidine,39145-52-3,68142,HMDB0032055,C02997,,75619,LC/MS Pos Early
100001294,400,33949,156047,Peptide,Gamma-glutamyl Amino Acid,636,,NAMED,ACIJGUBIMXQCMF-BYPYZUCNBW,O=C(O)[C@@H](N)CCC(NCC(O)=O)=O,gamma-glutamylglycine,gamma-glutamylglycine,1948-29-4,145071,HMDB0011667,,,100099,LC/MS Pos Early
100001296,400,34384,156088,Xenobiotics,Food Component/Plant,5060,,NAMED,CMUNUTVVOOHQPW-LURJTMIEBI,C[N+]1(C)[C@H]([C@@]([O-])=O)CCC1,stachydrine,stachydrine,4136-37-2,103115,HMDB0004827,C10172,,115244,LC/MS Pos Early
100001300,305,46537,146562,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",424,,NAMED,NGEWQZIDQIYUNV-UHFFFAOYAS,OC(C(O)=O)C(C)C,alpha-hydroxyisovalerate,alpha-hydroxyisovalerate,600-37-3,90190,HMDB0000407,,,99823,LC/MS Polar
100001309,402,32882,158538,Xenobiotics,Drug - Psychoactive,5858,,NAMED,RCOBKSKAZMVBHT-NCWAPJAIBS,CC1[C@@](OCC(C)(C)N1)(O)[C@]2=CC(Cl)=CC=C2,hydroxybupropion,hydroxybupropion,,21403106,HMDB0012235,,,446,LC/MS Pos Late
100001310,400,33013,155997,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4305,,NAMED,,NC(C1=C[N+](C2C(C(C(C[O-])O2)O)O)=CC=C1)=O,nicotinamide riboside,nicotinamide riboside,1341-23-7,,HMDB0000855,C03150,NICOTINAMIDE_RIBOSE,439924,LC/MS Pos Early
100001311,400,34592,156127,Amino Acid,Glutathione Metabolism,584,,NAMED,JCMUOFQHZLPHQP-UHFFFAOYAD,O=C(NC(CC)C(NCC(O)=O)=O)CCC(C(O)=O)N,ophthalmate,ophthalmate,495-27-2,7993181,HMDB0005765,,,7018721,LC/MS Pos Early
100001313,400,44872,157084,Peptide,Gamma-glutamyl Amino Acid,642,,NAMED,RQNSKRXMANOPQY-BQBZGAKWBR,O=C(O)[C@H](CCSC)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylmethionine,gamma-glutamylmethionine,17663-87-5,5373147,HMDB0029155,,,7009567,LC/MS Pos Early
100001314,400,33364,156009,Peptide,Gamma-glutamyl Amino Acid,644,,NAMED,GWNXFCYUJXASDX-JUZNGCLZBW,CC(O)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylthreonine,gamma-glutamylthreonine,5652-48-2,21403107,HMDB0029159,,,76078708,LC/MS Pos Early
100001315,209,36103,143727,Xenobiotics,Benzoate Metabolism,4549,,NAMED,WGNAKZGUSRVWRH-REWHXWOFAB,O=S(OC1=CC=C(C)C=C1)(O)=O,p-cresol sulfate,p-cresol sulfate,3233-57-7,3806480,HMDB0011635,,,4615423,LC/MS Neg
100001320,305,42420,148204,Carbohydrate,Aminosugar Metabolism,1431,,NAMED,JPIJQSOTBSSVTP-PWNYCUMCBA,OC[C@@H](O)[C@@H](O)C(O)=O,erythronate*,erythronate*,88759-55-1,2061231,HMDB0000613,,,2781043,LC/MS Polar
100001327,209,57711,212499,Peptide,Polypeptide,1072,,NAMED,KUZSCKDYVGVVKC-PLNQFBRDBE,O=C(NC(CC(C)C)C(O)=O)C(CC(C)C)NC([C@H](CO)NC([C@H](C)NC([C@H](CO)NC([C@@H](CCC(O)=O)NC([C@@H](CC1=CNC2=C1C=CC=C2)NC([C@@H](CC3=CNC=N3)N)=O)=O)=O)=O)=O)=O,HWESASXX*,HWESASXX*,,21403115,,,,85328684,LC/MS Neg
100001335,209,33587,143715,Lipid,Long Chain Monounsaturated Fatty Acid,1543,,NAMED,BITHHVVYSMSWAG-KTKRTIGZBC,O=C(O)CCCCCCCCC/C=C\CCCCCCCC,eicosenoate (20:1),eicosenoate (20:1n9 or 1n11),,4445895,"HMDB0002231,HMDB0062436",C16526,CPD-12189,"5282768,5282769,94159",LC/MS Neg
100001337,209,34035,143703,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1569,,NAMED,DTOSIQBPPRVQHS-PDBXOOCHBH,O=C(O)CCCCCCC/C=C\C/C=C\C/C=C\CC,linolenate [alpha or gamma; (18:3n3 or 6)],linolenate (18:3n3 or 3n6),,4444437,"HMDB0003073,HMDB0001388","C06426,C06427",CPD-8117,"5280933,5280934",LC/MS Neg
100001359,209,46173,144239,Energy,TCA Cycle,1441,,NAMED,,,aconitate [cis or trans],aconitate [cis or trans],,,"HMDB0000958,HMDB000072","C004174,C02341",,"444212,643757",LC/MS Neg
100001385,400,34109,156073,Xenobiotics,Drug - Cardiovascular,5639,,NAMED,PUQIRTNPJRFRCZ-UHFFFAOYAZ,CC(C)NCC(O)COC1=CC=C(CC(O)=O)C=C1,metoprolol acid metabolite*,metoprolol acid metabolite*,56392-14-4,56653,,,,62936,LC/MS Pos Early
100001386,402,41754,159409,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4404,,NAMED,,CC1=C(CCC(O)=O)C(/C=C(C(CCC([O-])=O)=C/2C)\[N-]C2=C/C3=N/C(C(C=C)=C3C)=C\4)=N/C1=C\C(N([Fe+2])C4=C5C)=C5C=C,heme,heme,14875-96-8,,HMDB0003178,C00032,,26945,LC/MS Pos Late
100001391,402,34409,158657,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1866,,NAMED,FNPHNLNTJNMAEE-HSZRJFAPBW,[O-]C(C[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,stearoylcarnitine (C18),stearoylcarnitine (C18),18822-91-8,21233653,HMDB0000848,,,3006797,LC/MS Pos Late
100001392,402,34534,158670,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1861,,NAMED,FUJLYHJROOYKRA-UHFFFAOYAK,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCC)=O)=O,laurylcarnitine (C12),laurylcarnitine (C12),25518-54-1,8602997,HMDB000225,,,168381,LC/MS Pos Late
100001393,400,34407,156109,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",354,,NAMED,IGQBPDJNUXPEMT-UHFFFAOYAB,[O-]C(CC(C[N+](C)(C)C)OC(CC(C)C)=O)=O,isovalerylcarnitine (C5),isovalerylcarnitine (C5),31023-24-2,4932271,HMDB0000688,C20826,,169235,LC/MS Pos Early
100001396,400,34390,156093,Xenobiotics,Xanthine Metabolism,4599,,NAMED,PFWLFWPASULGAN-UHFFFAOYAY,OC1=C(N2C)C(N=C2)=NC(O)=N1,7-methylxanthine,7-methylxanthine,552-62-5,61660,HMDB0001991,C16353,7-METHYLXANTHINE,68374,LC/MS Pos Early
100001397,209,34404,126930,Xenobiotics,Xanthine Metabolism,4596,,NAMED,BYXCFUMGEBZDDI-UHFFFAOYAE,CN(C(N1C)=O)C(NC2=O)=C(N2C)C1=O,"1,3,7-trimethylurate","1,3,7-trimethylurate",5415-44-1,71754,HMDB0002123,C16361,,79437,LC/MS Neg
100001398,209,34399,126922,Xenobiotics,Xanthine Metabolism,4595,,NAMED,HMLZLHKHNBLLJD-UHFFFAOYAN,CN1C(NC(C(N2C)=C1NC2=O)=O)=O,"3,7-dimethylurate","3,7-dimethylurate",13087-49-5,74994,HMDB0001982,C16360,,83126,LC/MS Neg
100001399,209,34400,126924,Xenobiotics,Xanthine Metabolism,4594,,NAMED,NOFNCLGCUJJPKU-UHFFFAOYAG,CN1C(NC(N2)=C(C1=O)N(C)C2=O)=O,"1,7-dimethylurate","1,7-dimethylurate",33868-03-0,82720,HMDB0011103,C16356,,91611,LC/MS Neg
100001400,400,34395,156098,Xenobiotics,Xanthine Metabolism,4591,,NAMED,QFDRTQONISXGJA-UHFFFAOYAS,CN1C(NC(N2)=C(C1=O)NC2=O)=O,1-methylurate,1-methylurate,708-79-2,62926,HMDB0003099,C16359,,69726,LC/MS Pos Early
100001402,305,34401,165248,Xenobiotics,Xanthine Metabolism,4601,,NAMED,RDZNZFGKEVDNPK-UHFFFAOYAL,O=C(NC(NC=O)=C1NC(C)=O)N(C)C1=O,5-acetylamino-6-formylamino-3-methyluracil,5-acetylamino-6-formylamino-3-methyluracil,85438-96-6,97287,HMDB0011105,C16365,,108214,LC/MS Polar
100001405,209,34389,126906,Xenobiotics,Xanthine Metabolism,4597,,NAMED,MVOYJPOZRLFTCP-UHFFFAOYAI,O=C(N1C)NC2=C(NC=N2)C1=O,1-methylxanthine,1-methylxanthine,6136-37-4,72464,HMDB0010738,C16358,,80220,LC/MS Neg
100001407,209,34410,126938,Lipid,Phospholipid Metabolism,2239,,NAMED,WVIMUEUQJFPNDK-UHFFFAOYAX,OC1C(N(C=CC(N)=N2)C2=O)OC(COP(OP(OCCN)(O)=O)(O)=O)C1O,cytidine-5'-diphosphoethanolamine,CDP-ethanolamine,72842-05-8,287,HMDB0001564,C00570,,123727,LC/MS Neg
100001409,400,48351,179271,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4124,,NAMED,WJNGQIYEQLPJMN-UHFFFAOYAL,OC(C1O)C(OC1CO)N(C=N2)C(N=CN3C)=C2C3=O,N1-methylinosine,N1-methylinosine,20245-33-4,513976,HMDB0002721,,,650095,LC/MS Pos Early
100001412,400,35137,156155,Nucleotide,"Purine Metabolism, Guanine containing",4190,,NAMED,RSPURTUNRHNVGF-IOSLPCCCBE,O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N(C)C)N1,"N2,N2-dimethylguanosine","N2,N2-dimethylguanosine",2140-67-2,83878,HMDB0004824,,,135501639,LC/MS Pos Early
100001413,209,35130,126964,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4254,,NAMED,NIDVTARKFBZMOT-PEBGCTIMBU,O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(N2C(N=C(NC(C)=O)C=C2)=O)[H],N4-acetylcytidine,N4-acetylcytidine,3768-18-1,96702,HMDB0005923,,,107461,LC/MS Neg
100001415,209,35157,126974,Nucleotide,"Purine Metabolism, Adenine containing",4162,,NAMED,GYCVHQYQICRFAX-GQFURFNTBM,OC(C)C(C(O)=O)NC(NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)=O,N6-carbamoylthreonyladenosine,N6-carbamoylthreonyladenosine,24719-82-2,141829,HMDB0041623,,,161466,LC/MS Neg
100001416,305,35172,147813,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4207,,NAMED,FKCRAVPPBFWEJD-XVFCMESIBQ,O=C(C=C(C(O)=O)N1[C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)NC1=O,orotidine,orotidine,314-50-1,83729,HMDB0000788,,OROTIDINE-5-PHOSPHATE,92751,LC/MS Polar
100001417,209,35126,126960,Peptide,Acetylated Peptides,1187,,NAMED,JFLIEFSWGNOPJJ-UHFFFAOYAD,O=C(CC1=CC=CC=C1)N[C@@H](CCC(N)=O)C(O)=O,phenylacetylglutamine,phenylacetylglutamine,28047-15-6,270643,HMDB0006344,C04148,,92258,LC/MS Neg
100001418,400,35117,156141,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",479,,NAMED,JKLRIMRKZBSSED-UHFFFAOYAU,N=C(NCCS(O)(=O)=O)N,taurocyamine,taurocyamine,543-18-0,61635,HMDB0003584,C01959,,68340,LC/MS Pos Early
100001423,209,35527,127577,Xenobiotics,Benzoate Metabolism,4467,,NAMED,ZMHLUFWWWPBTIU-UHFFFAOYAI,O=C(NCC(O)=O)C1=CC=C(O)C=C1,4-hydroxyhippurate,4-hydroxyhippurate,2482-25-9,133104,HMDB0013678,,,151012,LC/MS Neg
100001425,209,61833,218435,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4220,,NAMED,ZPTBLXKRQACLCR-XVFCMESIBI,OC[C@H]1O[C@@H](N2CCC(NC2=O)=O)[C@@H]([C@@H]1O)O,"5,6-dihydrouridine","5,6-dihydrouridine",5627-05-4,85115,HMDB0000497,,,94312,LC/MS Neg
100001426,209,62924,220780,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4242,,NAMED,YXNIEZJFCGTDKV-JANFQQFMBG,OCC1C(O)C(O)C(N2C=CC(N(CCC(C(O)=O)N)C2=O)=O)O1,3-(3-amino-3-carboxypropyl)uridine*,3-(3-amino-3-carboxypropyl)uridine*,52745-94-5,149669,,,,171198,LC/MS Neg
100001433,209,34397,126918,Lipid,Monoacylglycerol,2862,,NAMED,DCPCOKIYJYGMDN-DOFZRALJBT,O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OCC(O)CO,1-arachidonylglycerol (20:4),1-arachidonylglycerol (20:4),35474-99-8,4445452,HMDB11578,C13857,,"16019980,5282281",LC/MS Neg
100001437,400,35159,161190,Amino Acid,Glutathione Metabolism,573,,NAMED,BNRXZEPOHPEEAS-UHFFFAOYAL,NC(C(O)=O)CCC(NC(CSSCC(N)C(O)=O)C(NCC(O)=O)=O)=O,cysteine-glutathione disulfide,cysteine-glutathione disulfide,13081-14-6,3455404,HMDB0000656,R00900,,3080690,LC/MS Pos Early
100001446,209,35136,128207,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4222,,NAMED,DWRXFEITVBNRMK-JXOAFFINBW,O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N(C=C2C)C(NC2=O)=O,5-methyluridine (ribothymidine),5-methyluridine (ribothymidine),1463-10-1,393058,HMDB0000884,,,445408,LC/MS Neg
100001449,209,35142,126972,Nucleotide,"Purine Metabolism, Adenine containing",4138,,NAMED,LNQVTSROQXJCDD-RWLQFSFNBK,NC1=NC=NC2=C1N=CN2[C@@]([C@@]([C@@]3(OP(O)(O)=O)[H])(O)[H])(O[C@](CO)3[H])[H],adenosine 3'-monophosphate (3'-AMP),3'-AMP,84-21-9,10463793,HMDB0003540,C01267,CPD-3706,41211,LC/MS Neg
100001456,400,35114,156140,Nucleotide,"Purine Metabolism, Guanine containing",4184,,NAMED,FZWGECJQACGGTI-UHFFFAOYAT,O=C1C(N2C)=C(N=C2)N=C(N)N1,7-methylguanine,7-methylguanine,578-76-7,10883,HMDB0000897,C02242,,135398679,LC/MS Pos Early
100001461,402,42398,159466,Lipid,Lysophospholipid,2669,,NAMED,BBYWOYAFBUOUFP-JOCHJYFZBR,O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCCCCCCCCCCCC)=O,1-stearoyl-GPE (18:0),1-stearoyl-GPE (18:0),69747-55-3,7826018,HMDB0011130,,,9547068,LC/MS Pos Late
100001462,209,34437,126952,Lipid,Lysophospholipid,2711,,NAMED,HFJVKBVEKQHVTO-OZAIVSQSBD,O=P(OCC(O)CO)(O)OC[C@H](O)COC(CCCCCCCCCCCCCCCCC)=O,1-stearoyl-GPG (18:0),1-stearoyl-GPG (18:0),,21403138,,,,,LC/MS Neg
100001466,400,35132,156151,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4252,,NAMED,BWXZYULEOLQCKN-NNRPTJCQBK,O[C@]([C@@]1(O)[H])([C@](O[C@](CO)1[H])([H])N2C=CC(N(C)C2=O)=N)[H],3-methylcytidine,3-methylcytidine,21028-20-6,9164190,HMDB0240577,,,14237477,LC/MS Pos Early
100001467,209,35133,126968,Nucleotide,"Purine Metabolism, Guanine containing",4189,,NAMED,SLEHROROQDYRAW-KQYNXXCUBZ,O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(NC)N1,N2-methylguanosine,N2-methylguanosine,2140-77-4,2299669,HMDB0005862,,,135501934,LC/MS Neg
100001468,209,40469,143005,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4322,,NAMED,JLQSXXWTCJPCBC-UHFFFAOYAD,O=C(C1=C([H])N(C(C([H])=C1[H])=O)C([H])([H])[H])N([H])[H],N1-Methyl-2-pyridone-5-carboxamide,N1-Methyl-2-pyridone-5-carboxamide,701-44-0,62899,HMDB0004193,C05842,,69698,LC/MS Neg
100001481,209,35153,128209,Lipid,Monoacylglycerol,2866,,NAMED,JWPHORDRFVRZPP-KUBAVDMBBG,O=C(OCC(O)CO)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1-docosahexaenoylglycerol (22:6),1-docosahexaenoylglycerol (22:6),,10477810,HMDB0011587,,,53480995,LC/MS Neg
100001485,400,34456,156123,Peptide,Gamma-glutamyl Amino Acid,638,,NAMED,SNCKGJWJABDZHI-SIPWABPFBP,CCC(C)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylisoleucine*,gamma-glutamylisoleucine*,,21403145,HMDB0011170,,,22885096,LC/MS Pos Early
100001501,402,35160,158710,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1886,,NAMED,IPOLTUVFXFHAHI-WHIOSMTNBE,[O-]C(C[C@@H](OC(CCCCCCC/C=C\CCCCCCCC)=O)C[N+](C)(C)C)=O,oleoylcarnitine (C18:1),oleoylcarnitine (C18:1),38677-66-6,21403150,HMDB0005065,,,6441392,LC/MS Pos Late
100001507,305,34585,152174,Lipid,"Fatty Acid, Monohydroxy",1957,,NAMED,SJZRECIVHVDYJC-UHFFFAOYAR,OC(CCCO)=O,4-hydroxybutyrate (GHB),4-hydroxybutyrate (GHB),502-85-2,9984,HMDB0000710,C00989,4-HYDROXY-BUTYRATE,10413,LC/MS Polar
100001509,400,45095,157090,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",397,,NAMED,IHCPDBBYTYJYIL-UHFFFAOYAT,CCC(C)C(OC(CC([O-])=O)C[N+](C)(C)C)=O,2-methylbutyrylcarnitine (C5),2-methylbutyrylcarnitine (C5),31023-25-3,4932320,HMDB0000378,,,6426901,LC/MS Pos Early
100001510,209,32553,143728,Amino Acid,Tyrosine Metabolism,190,,NAMED,CTYRPMDGLDAWRQ-UHFFFAOYAC,OS(OC1=CC=CC=C1)(=O)=O,phenol sulfate,phenol sulfate,937-34-8,67018,HMDB0060015,C02180,,74426,LC/MS Neg
100001511,209,47117,148449,Lipid,Lysophospholipid,2602,,NAMED,LFUDDCMNKWEORN-KHPPLWFEBO,O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCC/C=C\CCCCCC)=O,1-palmitoleoyl-GPC (16:1)*,1-palmitoleoyl-GPC* (16:1)*,,21403152,HMDB0010383,,,24779461,LC/MS Neg
100001526,400,37059,156288,Lipid,Fatty Acid Synthesis,1471,,NAMED,ZGNBLKBZJBJFDG-UHFFFAOYAY,O=C(CC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,malonylcarnitine,malonylcarnitine,853728-01-5,21403153,HMDB0002095,,,22833583,LC/MS Pos Early
100001527,209,35436,128227,Lipid,Fatty Acid Metabolism (Acyl Glycine),1805,,NAMED,UPCKIPHSXMXJOX-UHFFFAOYAU,O=C(O)CNC(CCCCC)=O,hexanoylglycine,hexanoylglycine (C6),24003-67-6,89859,HMDB0000701,,,99463,LC/MS Neg
100001538,400,35661,156219,Xenobiotics,"Drug - Analgesics, Anesthetics",5418,,NAMED,NNJVILVZKWQKPM-UHFFFAOYAR,CC1=CC=CC(C)=C1NC(CN(CC)CC)=O,lidocaine,lidocaine,137-58-6,3548,HMDB0014426,D00358,,3676,LC/MS Pos Early
100001539,400,33080,156000,Xenobiotics,"Drug - Analgesics, Anesthetics",5419,,NAMED,WRMRXPASUROZGT-UHFFFAOYAO,CC1=CC=CC(C)=C1NC(CNCC)=O,N-ethylglycinexylidide,N-ethylglycinexylidide,7728-40-7,22824,HMDB0060656,C16561,,24415,LC/MS Pos Early
100001540,400,46225,157124,Partially Characterized Molecules,Partially Characterized Molecules,6448,,NAMED,NPWMTBZSRRLQNJ-UHFFFAOYAH,O=C(CCC1N)NC1=O,glutamine_degradant*,glutamine_degradant*,2353-44-8,,,,,,LC/MS Pos Early
100001541,209,36746,128281,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",395,,NAMED,RILPIWOPNGRASR-UHFFFAOYAI,O=C(C(C(CC)C)O)O,2-hydroxy-3-methylvalerate,2-hydroxy-3-methylvalerate,488-15-3,144317,HMDB0000317,,,164623,LC/MS Neg
100001550,400,33009,155996,Xenobiotics,Food Component/Plant,4930,,NAMED,XULZWQRXYTVUTE-ZETCQYMHBF,C[N+]1(C)[C@@H](CCCC1)[C@]([O-])=O,homostachydrine*,homostachydrine*,1195-94-4,390180,HMDB0033433,C08283,,441447,LC/MS Pos Early
100001551,209,34061,142526,Lipid,Lysophospholipid,2635,,NAMED,LAXQYRRMGGEGOH-JXRLJXCWBN,C[N+](C)(C)CCOP(OC[C@@](O)([H])COC(CCC\C=C/C\C=C/C/C=C\C/C=C\CCCCC)=O)([O-])=O,1-arachidonoyl-GPC (20:4n6)*,1-arachidonoyl-GPC* (20:4)*,,21403155,HMDB0010395,C05208,,24779476,LC/MS Neg
100001561,402,35819,158780,Lipid,Lysophospholipid,2603,,NAMED,GKXPPJQBVCKAGD-DJYGDJEFBY,OC[C@](OC(CCCCCCCC/C=C\CCCCC)=O)([H])COP(OCC[N+](C)(C)C)([O-])=O,2-palmitoleoyl-GPC (16:1)*,2-palmitoleoyl-GPC* (16:1)*,,21403164,HMDB10383,,,122164832,LC/MS Pos Late
100001562,209,35253,126137,Lipid,Lysophospholipid,2601,,NAMED,NEGQHKSYEYVFTD-HSZRJFAPBY,OC[C@](OC(CCCCCCCCCCCCCCC)=O)([H])COP(OCC[N+](C)(C)C)([O-])=O,2-palmitoyl-GPC (16:0)*,2-palmitoyl-GPC* (16:0)*,,21403165,HMDB0061702,,,15061532,LC/MS Neg
